출발ID,출발지명,도착ID,도착지명,도보시간(분),거리(m)
P009,줄리스,P024,그때그소간지,6,419
P009,줄리스,P025,짚불함박,3,225
P009,줄리스,P026,향밀,6,491
P009,줄리스,P027,체크인치즈 황리단길점,4,323
P009,줄리스,P028,황남역,2,177
P009,줄리스,P029,황남양옥,2,176
P009,줄리스,P030,대릉소반,8,604
P009,줄리스,P031,미포기사식당,3,203
P009,줄리스,P032,황리화덕가,6,467
P009,줄리스,P033,향택 경주,3,213
P009,줄리스,P034,무궁무진,5,368
P009,줄리스,P035,노키,6,434
P009,줄리스,P036,마카다,8,597
P009,줄리스,P037,황리단 치킨,4,270
P009,줄리스,P038,담요 따뜻한 손길,9,662
P009,줄리스,P039,스컹크웍스,5,375
P009,줄리스,P040,굿즈,5,376
P009,줄리스,P041,샬로우커피 황리단길점,3,251
P009,줄리스,P042,데어벤치,5,407
P009,줄리스,P043,스위피,6,440
P009,줄리스,P044,아르떼,6,420
P009,줄리스,P045,키도트,3,192
P009,줄리스,P046,후프후프,4,312
P009,줄리스,P047,올리브,3,206
P009,줄리스,P048,양지다방,3,199
P009,줄리스,P049,미실카페,3,232
P009,줄리스,P050,햇오프커피,4,291
P009,줄리스,P051,비화커피,5,391
P009,줄리스,P052,오버랩,10,647
P009,줄리스,P053,주돈,8,591
P009,줄리스,P054,서울뒷고기막창,10,708
P009,줄리스,P055,옐라,11,842
P009,줄리스,P056,대호당,12,924
P009,줄리스,P057,사계돈,12,857
P009,줄리스,P058,황오바오,11,805
P009,줄리스,P059,시간의 여백,10,701
P009,줄리스,P060,리커피하우스,8,558
P009,줄리스,P061,로라커피,18,1300
P009,줄리스,P062,소담루,15,1066
P009,줄리스,P063,위주,14,1005
P009,줄리스,P064,크루그,12,846
P009,줄리스,P065,나봉상점 경주점,12,911
P009,줄리스,P066,연화,18,1289
P009,줄리스,P067,yesterday,26,1941
P009,줄리스,P068,진수성찬,14,1092
P009,줄리스,P069,베이글베이글러,10,798
P009,줄리스,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),14,1029
P009,줄리스,P071,경주 교촌마을,14,1078
P009,줄리스,P072,경주 황리단길,2,122
P009,줄리스,P073,경주 계림,17,1231
P009,줄리스,P074,월정교,18,1395
P009,줄리스,P075,경주읍성,18,1347
P009,줄리스,P076,경주 첨성대,13,968
P010,포롱아밀 황남점,P011,화양연화,4,321
P010,포롱아밀 황남점,P012,료코,3,246
P010,포롱아밀 황남점,P013,황남두꺼비식당 황남본점,2,164
P010,포롱아밀 황남점,P014,피자옥,2,118
P010,포롱아밀 황남점,P015,범외양간 황리단길본점,4,329
P010,포롱아밀 황남점,P016,경주황소곱창 황리단길본점,3,235
P010,포롱아밀 황남점,P017,메종드문,3,203
P010,포롱아밀 황남점,P018,풍미갈비찜,1,88
P010,포롱아밀 황남점,P019,황남갈비,4,325
P010,포롱아밀 황남점,P020,타베르나,1,109
P010,포롱아밀 황남점,P021,소나무 황리단길본점,3,267
P010,포롱아밀 황남점,P022,오칼국수,2,186
P010,포롱아밀 황남점,P023,황남거북이,3,228
P010,포롱아밀 황남점,P024,그때그소간지,4,270
P010,포롱아밀 황남점,P025,짚불함박,5,407
P010,포롱아밀 황남점,P026,향밀,4,277
P010,포롱아밀 황남점,P027,체크인치즈 황리단길점,1,88
P010,포롱아밀 황남점,P028,황남역,7,515
P010,포롱아밀 황남점,P029,황남양옥,3,238
P010,포롱아밀 황남점,P030,대릉소반,7,568
P010,포롱아밀 황남점,P031,미포기사식당,5,367
P010,포롱아밀 황남점,P032,황리화덕가,4,312
P010,포롱아밀 황남점,P033,향택 경주,4,338
P010,포롱아밀 황남점,P034,무궁무진,3,212
P010,포롱아밀 황남점,P035,노키,5,358
P010,포롱아밀 황남점,P036,마카다,6,442
P010,포롱아밀 황남점,P037,황리단 치킨,5,359
P010,포롱아밀 황남점,P038,담요 따뜻한 손길,7,506
P010,포롱아밀 황남점,P039,스컹크웍스,2,140
P010,포롱아밀 황남점,P040,굿즈,2,141
P010,포롱아밀 황남점,P041,샬로우커피 황리단길점,4,270
P010,포롱아밀 황남점,P042,데어벤치,3,214
P010,포롱아밀 황남점,P043,스위피,3,206
P010,포롱아밀 황남점,P044,아르떼,2,191
P010,포롱아밀 황남점,P045,키도트,7,518
P010,포롱아밀 황남점,P046,후프후프,7,577
P010,포롱아밀 황남점,P047,올리브,5,370
P010,포롱아밀 황남점,P048,양지다방,4,328
P010,포롱아밀 황남점,P049,미실카페,6,433
P010,포롱아밀 황남점,P050,햇오프커피,5,407
P010,포롱아밀 황남점,P051,비화커피,5,359
P010,포롱아밀 황남점,P052,오버랩,13,872
P010,포롱아밀 황남점,P053,주돈,12,930
P010,포롱아밀 황남점,P054,서울뒷고기막창,14,956
P010,포롱아밀 황남점,P055,옐라,16,1180
P010,포롱아밀 황남점,P056,대호당,17,1262
P010,포롱아밀 황남점,P057,사계돈,16,1196
P010,포롱아밀 황남점,P058,황오바오,15,1144
P010,포롱아밀 황남점,P059,시간의 여백,14,1039
P010,포롱아밀 황남점,P060,리커피하우스,12,897
P010,포롱아밀 황남점,P061,로라커피,22,1639
P010,포롱아밀 황남점,P062,소담루,19,1405
P010,포롱아밀 황남점,P063,위주,18,1344
P010,포롱아밀 황남점,P064,크루그,16,1184
P010,포롱아밀 황남점,P065,나봉상점 경주점,17,1250
P010,포롱아밀 황남점,P066,연화,23,1628
P010,포롱아밀 황남점,P067,yesterday,30,2262
P010,포롱아밀 황남점,P068,진수성찬,12,887
P010,포롱아밀 황남점,P069,베이글베이글러,8,593
P010,포롱아밀 황남점,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),13,988
P010,포롱아밀 황남점,P071,경주 교촌마을,11,873
P010,포롱아밀 황남점,P072,경주 황리단길,4,335
P010,포롱아밀 황남점,P073,경주 계림,16,1190
P010,포롱아밀 황남점,P074,월정교,15,1190
P010,포롱아밀 황남점,P075,경주읍성,23,1686
P010,포롱아밀 황남점,P076,경주 첨성대,12,927
P011,화양연화,P012,료코,2,161
P011,화양연화,P013,황남두꺼비식당 황남본점,3,203
P011,화양연화,P014,피자옥,5,370
P011,화양연화,P015,범외양간 황리단길본점,7,582
P011,화양연화,P016,경주황소곱창 황리단길본점,6,488
P011,화양연화,P017,메종드문,4,295
P011,화양연화,P018,풍미갈비찜,3,241
P011,화양연화,P019,황남갈비,0,28
P011,화양연화,P020,타베르나,3,212
P011,화양연화,P021,소나무 황리단길본점,4,307
P011,화양연화,P022,오칼국수,3,226
P011,화양연화,P023,황남거북이,5,351
P011,화양연화,P024,그때그소간지,2,185
P011,화양연화,P025,짚불함박,8,660
P011,화양연화,P026,향밀,4,317
P011,화양연화,P027,체크인치즈 황리단길점,3,241
P011,화양연화,P028,황남역,10,768
P011,화양연화,P029,황남양옥,6,432
P011,화양연화,P030,대릉소반,3,247
P011,화양연화,P031,미포기사식당,8,620
P011,화양연화,P032,황리화덕가,7,543
P011,화양연화,P033,향택 경주,8,591
P011,화양연화,P034,무궁무진,6,440
P011,화양연화,P035,노키,8,589
P011,화양연화,P036,마카다,6,497
P011,화양연화,P037,황리단 치킨,8,612
P011,화양연화,P038,담요 따뜻한 손길,7,562
P011,화양연화,P039,스컹크웍스,5,368
P011,화양연화,P040,굿즈,2,192
P011,화양연화,P041,샬로우커피 황리단길점,7,522
P011,화양연화,P042,데어벤치,2,119
P011,화양연화,P043,스위피,1,115
P011,화양연화,P044,아르떼,2,142
P011,화양연화,P045,키도트,10,771
P011,화양연화,P046,후프후프,11,829
P011,화양연화,P047,올리브,8,622
P011,화양연화,P048,양지다방,7,581
P011,화양연화,P049,미실카페,9,686
P011,화양연화,P050,햇오프커피,9,660
P011,화양연화,P051,비화커피,7,584
P011,화양연화,P052,오버랩,16,1125
P011,화양연화,P053,주돈,16,1183
P011,화양연화,P054,서울뒷고기막창,17,1208
P011,화양연화,P055,옐라,16,1294
P011,화양연화,P056,대호당,17,1376
P011,화양연화,P057,사계돈,17,1310
P011,화양연화,P058,황오바오,16,1257
P011,화양연화,P059,시간의 여백,17,1292
P011,화양연화,P060,리커피하우스,15,1149
P011,화양연화,P061,로라커피,23,1788
P011,화양연화,P062,소담루,22,1658
P011,화양연화,P063,위주,21,1597
P011,화양연화,P064,크루그,19,1437
P011,화양연화,P065,나봉상점 경주점,17,1364
P011,화양연화,P066,연화,21,1553
P011,화양연화,P067,yesterday,26,1941
P011,화양연화,P068,진수성찬,8,632
P011,화양연화,P069,베이글베이글러,4,338
P011,화양연화,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),9,667
P011,화양연화,P071,경주 교촌마을,8,618
P011,화양연화,P072,경주 황리단길,8,587
P011,화양연화,P073,경주 계림,12,869
P011,화양연화,P074,월정교,12,935
P011,화양연화,P075,경주읍성,24,1835
P011,화양연화,P076,경주 첨성대,8,606
P012,료코,P013,황남두꺼비식당 황남본점,3,265
P012,료코,P014,피자옥,3,240
P012,료코,P015,범외양간 황리단길본점,6,451
P012,료코,P016,경주황소곱창 황리단길본점,5,357
P012,료코,P017,메종드문,2,164
P012,료코,P018,풍미갈비찜,2,155
P012,료코,P019,황남갈비,2,166
P012,료코,P020,타베르나,3,210
P012,료코,P021,소나무 황리단길본점,5,368
P012,료코,P022,오칼국수,4,288
P012,료코,P023,황남거북이,3,220
P012,료코,P024,그때그소간지,0,24
P012,료코,P025,짚불함박,7,529
P012,료코,P026,향밀,5,379
P012,료코,P027,체크인치즈 황리단길점,2,155
P012,료코,P028,황남역,8,637
P012,료코,P029,황남양옥,4,301
P012,료코,P030,대릉소반,4,273
P012,료코,P031,미포기사식당,6,489
P012,료코,P032,황리화덕가,6,465
P012,료코,P033,향택 경주,6,460
P012,료코,P034,무궁무진,5,365
P012,료코,P035,노키,7,524
P012,료코,P036,마카다,7,558
P012,료코,P037,황리단 치킨,6,481
P012,료코,P038,담요 따뜻한 손길,8,623
P012,료코,P039,스컹크웍스,4,293
P012,료코,P040,굿즈,1,105
P012,료코,P041,샬로우커피 황리단길점,5,392
P012,료코,P042,데어벤치,1,42
P012,료코,P043,스위피,3,211
P012,료코,P044,아르떼,1,55
P012,료코,P045,키도트,8,640
P012,료코,P046,후프후프,9,699
P012,료코,P047,올리브,6,492
P012,료코,P048,양지다방,6,450
P012,료코,P049,미실카페,7,555
P012,료코,P050,햇오프커피,7,529
P012,료코,P051,비화커피,6,481
P012,료코,P052,오버랩,14,994
P012,료코,P053,주돈,14,1052
P012,료코,P054,서울뒷고기막창,15,1078
P012,료코,P055,옐라,16,1201
P012,료코,P056,대호당,17,1282
P012,료코,P057,사계돈,16,1216
P012,료코,P058,황오바오,15,1164
P012,료코,P059,시간의 여백,15,1161
P012,료코,P060,리커피하우스,14,1019
P012,료코,P061,로라커피,23,1695
P012,료코,P062,소담루,20,1527
P012,료코,P063,위주,20,1466
P012,료코,P064,크루그,18,1306
P012,료코,P065,나봉상점 경주점,17,1270
P012,료코,P066,연화,21,1490
P012,료코,P067,yesterday,28,2103
P012,료코,P068,진수성찬,9,727
P012,료코,P069,베이글베이글러,6,434
P012,료코,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),11,828
P012,료코,P071,경주 교촌마을,9,713
P012,료코,P072,경주 황리단길,6,457
P012,료코,P073,경주 계림,14,1031
P012,료코,P074,월정교,13,1030
P012,료코,P075,경주읍성,23,1742
P012,료코,P076,경주 첨성대,10,767
P013,황남두꺼비식당 황남본점,P014,피자옥,3,247
P013,황남두꺼비식당 황남본점,P015,범외양간 황리단길본점,6,443
P013,황남두꺼비식당 황남본점,P016,경주황소곱창 황리단길본점,5,364
P013,황남두꺼비식당 황남본점,P017,메종드문,4,332
P013,황남두꺼비식당 황남본점,P018,풍미갈비찜,2,171
P013,황남두꺼비식당 황남본점,P019,황남갈비,3,208
P013,황남두꺼비식당 황남본점,P020,타베르나,1,55
P013,황남두꺼비식당 황남본점,P021,소나무 황리단길본점,1,103
P013,황남두꺼비식당 황남본점,P022,오칼국수,1,69
P013,황남두꺼비식당 황남본점,P023,황남거북이,5,357
P013,황남두꺼비식당 황남본점,P024,그때그소간지,4,289
P013,황남두꺼비식당 황남본점,P025,짚불함박,7,524
P013,황남두꺼비식당 황남본점,P026,향밀,1,114
P013,황남두꺼비식당 황남본점,P027,체크인치즈 황리단길점,2,171
P013,황남두꺼비식당 황남본점,P028,황남역,8,630
P013,황남두꺼비식당 황남본점,P029,황남양옥,5,367
P013,황남두꺼비식당 황남본점,P030,대릉소반,6,450
P013,황남두꺼비식당 황남본점,P031,미포기사식당,6,481
P013,황남두꺼비식당 황남본점,P032,황리화덕가,4,340
P013,황남두꺼비식당 황남본점,P033,향택 경주,6,453
P013,황남두꺼비식당 황남본점,P034,무궁무진,3,247
P013,황남두꺼비식당 황남본점,P035,노키,5,386
P013,황남두꺼비식당 황남본점,P036,마카다,4,293
P013,황남두꺼비식당 황남본점,P037,황리단 치킨,6,474
P013,황남두꺼비식당 황남본점,P038,담요 따뜻한 손길,5,358
P013,황남두꺼비식당 황남본점,P039,스컹크웍스,2,167
P013,황남두꺼비식당 황남본점,P040,굿즈,2,160
P013,황남두꺼비식당 황남본점,P041,샬로우커피 황리단길점,5,384
P013,황남두꺼비식당 황남본점,P042,데어벤치,3,224
P013,황남두꺼비식당 황남본점,P043,스위피,1,88
P013,황남두꺼비식당 황남본점,P044,아르떼,3,210
P013,황남두꺼비식당 황남본점,P045,키도트,8,646
P013,황남두꺼비식당 황남본점,P046,후프후프,9,691
P013,황남두꺼비식당 황남본점,P047,올리브,6,484
P013,황남두꺼비식당 황남본점,P048,양지다방,6,443
P013,황남두꺼비식당 황남본점,P049,미실카페,7,548
P013,황남두꺼비식당 황남본점,P050,햇오프커피,7,521
P013,황남두꺼비식당 황남본점,P051,비화커피,5,381
P013,황남두꺼비식당 황남본점,P052,오버랩,15,983
P013,황남두꺼비식당 황남본점,P053,주돈,14,1045
P013,황남두꺼비식당 황남본점,P054,서울뒷고기막창,16,1066
P013,황남두꺼비식당 황남본점,P055,옐라,17,1295
P013,황남두꺼비식당 황남본점,P056,대호당,18,1377
P013,황남두꺼비식당 황남본점,P057,사계돈,17,1310
P013,황남두꺼비식당 황남본점,P058,황오바오,17,1258
P013,황남두꺼비식당 황남본점,P059,시간의 여백,15,1154
P013,황남두꺼비식당 황남본점,P060,리커피하우스,13,1011
P013,황남두꺼비식당 황남본점,P061,로라커피,24,1753
P013,황남두꺼비식당 황남본점,P062,소담루,20,1520
P013,황남두꺼비식당 황남본점,P063,위주,20,1459
P013,황남두꺼비식당 황남본점,P064,크루그,18,1299
P013,황남두꺼비식당 황남본점,P065,나봉상점 경주점,18,1365
P013,황남두꺼비식당 황남본점,P066,연화,24,1742
P013,황남두꺼비식당 황남본점,P067,yesterday,28,2145
P013,황남두꺼비식당 황남본점,P068,진수성찬,10,770
P013,황남두꺼비식당 황남본점,P069,베이글베이글러,6,476
P013,황남두꺼비식당 황남본점,P070,경주 핑크뮬리(경주 핑크뮬리 군락지),11,870
P013,황남두꺼비식당 황남본점,P071,경주 교촌마을,10,755
P013,황남두꺼비식당 황남본점,P072,경주 황리단길,6,449
P013,황남두꺼비식당 황남본점,P073,경주 계림,14,1073
P013,황남두꺼비식당 황남본점,P074,월정교,14,1072
P013,황남두꺼비식당 황남본점,P075,경주읍성,24,1800
P013,황남두꺼비식당 황남본점,P076,경주 첨성대,11,809
P014,피자옥,P015,범외양간 황리단길본점,3,260
P014,피자옥,P016,경주황소곱창 황리단길본점,1,106
P014,피자옥,P017,메종드문,2,174
P014,피자옥,P018,풍미갈비찜,2,172
P014,피자옥,P019,황남갈비,5,374
P014,피자옥,P020,타베르나,2,192
P014,피자옥,P021,소나무 황리단길본점,5,350
P014,피자옥,P022,오칼국수,3,270
P014,피자옥,P023,황남거북이,2,141
P014,피자옥,P024,그때그소간지,3,263
P014,피자옥,P025,짚불함박,4,337
P014,피자옥,P026,향밀,5,360
P014,피자옥,P027,체크인치즈 황리단길점,2,172
P014,피자옥,P028,황남역,5,332
P014,피자옥,P029,황남양옥,2,125
P014,피자옥,P030,대릉소반,7,498
P014,피자옥,P031,미포기사식당,4,297
P014,피자옥,P032,황리화덕가,5,383
P014,피자옥,P033,향택 경주,3,268
P014,피자옥,P034,무궁무진,3,266
P014,피자옥,P035,노키,4,332
